OrderNumber,CustomerKey,Region,IncomeGroup
SO73485,24238,North America,Moderate
SO73486,22235,North America,Moderate
SO73487,21305,North America,Moderate
SO73488,18368,North America,Moderate
SO73489,18854,North America,Moderate
SO73490,21291,North America,High
SO73491,18858,North America,Moderate
SO73492,19387,Europe,Low
SO73493,20905,Europe,Low
SO73494,25589,Europe,Low
SO73495,28515,Europe,Low
SO73496,14162,Europe,Moderate
SO73497,25464,Europe,Low
SO73498,11942,Pacific,Low
SO73499,13953,Pacific,High
SO73500,26548,Pacific,Low
SO73501,29343,Pacific,Moderate
SO73502,13967,Pacific,Moderate
SO73503,11991,Pacific,Moderate
SO73504,16493,Pacific,Moderate
SO73505,13125,Pacific,High
SO73506,16926,Pacific,Low
SO73507,11246,Europe,High
SO73508,15081,Europe,Moderate
SO73509,15062,Europe,Low
SO73510,19452,Europe,Moderate
SO73511,15059,Europe,Low
SO73512,24560,Europe,High
SO73513,21538,Europe,High
SO73514,22797,Europe,High
SO73515,22803,Europe,High
SO73516,29030,North America,High
SO73517,28571,North America,Moderate
SO73518,19646,North America,Low
SO73519,18322,North America,Low
SO73520,25291,North America,High
SO73521,27070,North America,Moderate
SO73522,24515,North America,Moderate
SO73523,24406,North America,High
SO73524,23043,North America,High
SO73525,22984,North America,Moderate
SO73526,21731,North America,Moderate
SO73527,22161,North America,Moderate
SO73528,19848,North America,High
SO73529,11824,North America,High
SO73530,19239,North America,Moderate
SO73531,19132,North America,Moderate
SO73532,14586,North America,High
SO73533,16853,North America,High
SO73534,16374,North America,Moderate
SO73535,29240,North America,High
SO73536,15012,North America,Moderate
SO73537,14621,North America,High
SO73538,14252,North America,High
SO73539,13470,North America,High
SO73540,14551,Europe,Low
SO73541,14690,Europe,Low
SO73542,28385,Europe,Low
SO73543,19898,Europe,High
SO73544,20578,Europe,High
SO73545,19456,Europe,Low
SO73546,24692,Europe,Low
SO73547,20915,Europe,Low
SO73548,13412,Europe,High
SO73549,27178,Europe,Low
SO73550,16300,Europe,Low
SO73551,14244,North America,High
SO73552,12139,North America,High
SO73553,12778,North America,Moderate
SO73554,18863,North America,High
SO73555,18905,North America,High
SO73556,18818,North America,High
SO73557,18614,North America,High
SO73558,14023,North America,Low
SO73559,13725,North America,Moderate
SO73560,18412,North America,High
SO73561,18375,North America,High
SO73562,13713,North America,Moderate
SO73563,27861,Pacific,Low
SO73564,26587,Pacific,High
SO73565,27723,Pacific,Moderate
SO73566,27701,Pacific,Moderate
SO73567,14049,Pacific,Moderate
SO73568,11259,North America,High
SO73569,28152,North America,High
SO73570,28194,North America,High
SO73571,24329,North America,High
SO73572,24324,North America,Moderate
SO73573,22062,North America,Moderate
SO73574,22188,North America,Moderate
SO73575,18363,North America,Moderate
SO73576,18857,North America,Moderate
SO73577,11944,Pacific,Low
SO73578,13651,Pacific,High
SO73579,13965,Pacific,High
SO73580,28784,North America,Low
SO73581,13009,Pacific,Moderate
SO73582,11911,Pacific,High
SO73583,17067,Pacific,Moderate
SO73584,15212,Pacific,Moderate
SO73585,27591,Pacific,High
SO73586,16481,Pacific,Low
SO73587,13565,Europe,Low
SO73588,16561,Europe,Low
SO73589,13536,Europe,Low
SO73590,19365,Europe,Moderate
SO73591,28019,North America,Moderate
SO73592,17442,North America,Low
SO73593,24409,North America,High
SO73594,11091,North America,High
SO73595,20364,North America,High
SO73596,13239,North America,Moderate
SO73597,18355,North America,High
SO73598,19154,North America,Moderate
SO73599,19230,North America,High
SO73600,18791,North America,Moderate
SO73601,16957,North America,Moderate
SO73602,23548,North America,Low
SO73603,28283,North America,High
SO73604,28378,Europe,Low
SO73605,11543,Europe,Low
SO73606,11556,Europe,Low
SO73607,19384,Europe,Low
SO73608,28526,Europe,Low
SO73609,14974,Europe,Low
SO73610,11086,North America,High
SO73611,14265,North America,Low
SO73612,14632,North America,Moderate
SO73613,12544,Europe,Low
SO73614,12311,Europe,High
SO73615,18789,North America,High
SO73616,15537,North America,Moderate
SO73617,18956,North America,High
SO73618,12215,Europe,Low
SO73619,27860,Pacific,Low
SO73620,27862,Pacific,Low
SO73621,26297,North America,Moderate
SO73622,28234,North America,High
SO73623,25042,North America,Moderate
SO73624,28193,North America,High
SO73625,20753,North America,Low
SO73626,23870,North America,High
SO73627,28189,North America,High
SO73628,20736,North America,Moderate
SO73629,19314,Europe,Low
SO73630,19313,Europe,Low
SO73631,28751,Europe,Moderate
SO73632,28527,Europe,Low
SO73633,28511,Europe,Low
SO73634,25595,Europe,Low
SO73635,11425,Europe,High
SO73636,25458,Europe,Low
SO73637,13647,Pacific,High
SO73638,26924,Pacific,Low
SO73639,13957,Pacific,Moderate
SO73640,13631,Pacific,High
SO73641,11919,Pacific,Moderate
SO73642,22958,Pacific,Moderate
SO73643,11972,North America,Moderate
SO73644,16628,Pacific,High
SO73645,18727,Pacific,Moderate
SO73646,18280,Pacific,Moderate
SO73647,26147,Pacific,High
SO73648,26441,Pacific,High
SO73649,28924,Pacific,High
SO73650,16181,Pacific,High
SO73651,11115,Pacific,High
SO73652,19617,Pacific,High
SO73653,14344,Pacific,Low
SO73654,16919,Pacific,Low
SO73655,21509,Europe,High
SO73656,17979,Europe,Moderate
SO73657,13537,Europe,Low
SO73658,13567,Europe,Low
SO73659,12849,Europe,Low
SO73660,15668,Europe,Moderate
SO73661,22810,Europe,High
SO73662,20562,Europe,High
SO73663,11735,North America,Moderate
SO73664,27916,North America,Moderate
SO73665,11131,North America,Low
SO73666,23674,North America,Moderate
SO73667,11861,North America,High
SO73668,23889,North America,Moderate
SO73669,23700,North America,Low
SO73670,22051,North America,High
SO73671,21591,North America,Moderate
SO73672,21142,North America,Moderate
SO73673,19664,North America,High
SO73674,24488,North America,Moderate
SO73675,28433,Europe,Low
SO73676,19367,Europe,Low
SO73677,14529,Europe,Low
SO73678,21913,Europe,Low
SO73679,29418,Europe,Low
SO73680,23974,Europe,Low
SO73681,13095,North America,Moderate
SO73682,12192,North America,Moderate
SO73683,13028,North America,Low
SO73684,12879,North America,Moderate
SO73685,12730,Europe,Low
SO73686,12322,Europe,High
SO73687,16215,North America,Moderate
SO73688,18518,North America,High
SO73689,13792,Europe,Low
SO73690,24475,Pacific,High
SO73691,27687,Pacific,Moderate
SO73692,16631,Pacific,High
SO73693,16347,Pacific,High
SO73694,13968,Pacific,Moderate
SO73695,28259,North America,High
SO73696,28273,North America,High
SO73697,23667,North America,Low
SO73698,28240,North America,High
SO73699,28243,North America,High
SO73700,23057,North America,Moderate
SO73701,24356,North America,High
SO73702,24385,North America,High
SO73703,22041,North America,Moderate
SO73704,23885,North America,High
SO73705,19003,North America,Moderate
SO73706,19319,Europe,Low
SO73707,26404,Europe,High
SO73708,24032,Europe,Low
SO73709,11360,Pacific,Low
SO73710,11365,Pacific,Low
SO73711,11946,Pacific,Low
SO73712,13648,Pacific,High
SO73713,26917,Pacific,Low
SO73714,28118,Pacific,High
SO73715,13637,Pacific,High
SO73716,24590,Pacific,High
SO73717,16346,Pacific,Moderate
SO73718,16332,Pacific,Low
SO73719,18262,Pacific,Moderate
SO73720,16605,Pacific,Moderate
SO73721,18713,Pacific,High
SO73722,18744,Pacific,High
SO73723,26206,Europe,High
SO73724,16559,Europe,Low
SO73725,26207,Europe,High
SO73726,16308,Europe,Moderate
SO73727,21532,Europe,High
SO73728,11510,North America,Low
SO73729,11632,North America,Moderate
SO73730,27548,North America,Moderate
SO73731,26775,North America,Low
SO73732,25279,North America,Moderate
SO73733,25280,North America,Moderate
SO73734,14282,North America,Low
SO73735,25067,North America,Moderate
SO73736,25154,North America,High
SO73737,16133,North America,Moderate
SO73738,14626,North America,Moderate
SO73739,29339,North America,Low
SO73740,19850,North America,Moderate
SO73741,16649,North America,High
SO73742,16646,North America,High
SO73743,17472,North America,Moderate
SO73744,18117,North America,Moderate
SO73745,16499,North America,Low
SO73746,15010,North America,Low
SO73747,14547,Europe,Low
SO73748,19378,Europe,Low
SO73749,24553,Europe,High
SO73750,20961,Europe,Low
SO73751,22413,Europe,Low
SO73752,20011,North America,High
SO73753,18881,North America,High
SO73754,18538,North America,High
SO73755,20013,North America,High
SO73756,18533,North America,High
SO73757,18415,North America,High
SO73758,13784,Europe,Low
SO73759,16053,Europe,Low
SO73760,29381,Europe,Low
SO73761,22904,Pacific,High
SO73762,27590,Pacific,Moderate
SO73763,16624,Pacific,High
SO73764,16348,Pacific,High
SO73765,13118,Pacific,Moderate
SO73766,16350,Pacific,High
SO73767,16159,Pacific,High
SO73768,11261,North America,High
SO73769,25073,North America,Moderate
SO73770,28246,North America,High
SO73771,24338,North America,Moderate
SO73772,22186,North America,Moderate
SO73773,21437,North America,High
SO73774,18856,North America,Moderate
SO73775,26958,Europe,Moderate
SO73776,22636,Europe,Moderate
SO73777,19296,Europe,Low
SO73778,22634,Europe,Moderate
SO73779,28750,Europe,Moderate
SO73780,14719,Europe,Moderate
SO73781,28525,Europe,Low
SO73782,24028,Europe,Low
SO73783,12657,Europe,High
SO73784,27871,Pacific,Low
SO73785,11993,Pacific,Moderate
SO73786,13960,Pacific,High
SO73787,13644,Pacific,High
SO73788,16686,Pacific,Moderate
SO73789,13971,Pacific,High
SO73790,16946,Europe,Low
SO73791,11505,North America,Moderate
SO73792,14069,Pacific,High
SO73793,15141,Pacific,High
SO73794,18720,Pacific,Moderate
SO73795,18333,Pacific,Low
SO73796,18271,Pacific,High
SO73797,20403,Pacific,Low
SO73798,26166,Pacific,High
SO73799,15796,Pacific,High
SO73800,15594,Pacific,High
SO73801,13634,Pacific,High
SO73802,16560,Europe,Low
SO73803,16938,Europe,Low
SO73804,14838,Europe,Low
SO73805,25770,Europe,High
SO73806,15621,Europe,Moderate
SO73807,13543,Europe,Low
SO73808,12973,North America,High
SO73809,11173,North America,High
SO73810,28868,North America,Moderate
SO73811,11520,North America,Moderate
SO73812,11520,North America,Moderate
SO73813,29172,North America,High
SO73814,27660,North America,High
SO73815,11276,North America,High
SO73816,23468,North America,High
SO73817,24926,North America,Low
SO73818,22110,North America,Moderate
SO73819,11642,North America,Moderate
SO73820,29072,North America,Moderate
SO73821,25437,North America,Moderate
SO73822,25845,North America,Moderate
SO73823,19709,North America,Moderate
SO73824,13859,North America,Moderate
SO73825,15672,Europe,Low
SO73826,17201,Europe,High
SO73827,19908,Europe,High
SO73828,13838,Europe,Low
SO73829,12823,Europe,Low
SO73830,27927,Europe,High
SO73831,28565,Europe,Low
SO73832,15919,Europe,High
SO73833,11310,North America,High
SO73834,12532,North America,Moderate
SO73835,12740,Europe,Low
SO73836,18817,North America,High
SO73837,13987,North America,Moderate
SO73838,18547,North America,High
SO73839,15497,North America,Moderate
SO73840,18526,North America,High
SO73841,18406,North America,High
SO73842,18413,North America,High
SO73843,20483,North America,High
SO73844,12745,Europe,Moderate
SO73845,22921,Pacific,High
SO73846,26568,Pacific,High
SO73847,27489,Pacific,Low
SO73848,26296,North America,Moderate
SO73849,15917,North America,High
SO73850,28158,North America,High
SO73851,28159,North America,High
SO73852,28076,North America,High
SO73853,21813,North America,Moderate
SO73854,23883,North America,High
SO73855,22218,North America,Moderate
SO73856,21284,North America,Moderate
SO73857,21927,North America,Moderate
SO73858,19114,North America,Moderate
SO73859,19124,North America,Moderate
SO73860,19415,Europe,Low
SO73861,19297,Europe,Low
SO73862,26829,Europe,Moderate
SO73863,25587,Europe,Low
SO73864,11429,Europe,High
SO73865,12330,Europe,High
SO73866,27469,Pacific,Low
SO73867,13025,Pacific,Low
SO73868,14045,Pacific,High
SO73869,11078,North America,Moderate
SO73870,13972,Pacific,High
SO73871,14679,Pacific,High
SO73872,12587,Pacific,Low
SO73873,19573,Pacific,High
SO73874,15078,Europe,Low
SO73875,15440,Europe,Low
SO73876,16052,Europe,Low
SO73877,11432,Europe,High
SO73878,11711,North America,High
SO73879,11631,North America,Moderate
SO73880,29133,North America,Moderate
SO73881,25200,North America,Moderate
SO73882,23489,North America,High
SO73883,25853,North America,Moderate
SO73884,22774,North America,Moderate
SO73885,23076,North America,Moderate
SO73886,20695,North America,Moderate
SO73887,15815,North America,Moderate
SO73888,18941,North America,High
SO73889,20322,North America,High
SO73890,20017,North America,Moderate
SO73891,26051,North America,Moderate
SO73892,19404,North America,Low
SO73893,27208,North America,Low
SO73894,17516,North America,High
SO73895,15960,North America,High
SO73896,15887,North America,Moderate
SO73897,15393,North America,Moderate
SO73898,17197,Europe,High
SO73899,17880,Europe,Low
SO73900,20043,Europe,Low
SO73901,28899,Europe,High
SO73902,24143,Europe,Low
SO73903,29441,Europe,Low
SO73904,18156,Europe,High
SO73905,11940,North America,High
SO73906,15197,North America,Moderate
SO73907,13311,North America,High
SO73908,12482,Europe,Low
SO73909,20659,North America,High
SO73910,16790,North America,Moderate
SO73911,18540,North America,High
SO73912,15547,North America,Moderate
SO73913,22713,North America,High
SO73914,18426,North America,High
SO73915,15660,Europe,Low
SO73916,29375,Europe,Low
SO73917,22959,Pacific,Moderate
SO73918,22912,Pacific,High
SO73919,13997,Pacific,Low
SO73920,22860,Pacific,High
SO73921,22905,Pacific,High
SO73922,15267,Pacific,Moderate
SO73923,16496,Pacific,High
SO73924,11048,Pacific,Low
SO73925,28083,North America,High
SO73926,24387,North America,High
SO73927,22016,North America,Low
SO73928,24327,North America,Moderate
SO73929,29041,North America,High
SO73930,24231,North America,Moderate
SO73931,22140,North America,Moderate
SO73932,19146,North America,Moderate
SO73933,12129,Europe,High
SO73934,19287,Europe,Low
SO73935,27319,Europe,High
SO73936,25610,Europe,Low
SO73937,25591,Europe,Low
SO73938,13256,Europe,High
SO73939,15133,Pacific,High
SO73940,13966,Pacific,High
SO73941,12088,North America,High
SO73942,11114,Pacific,High
SO73943,15584,Pacific,High
SO73944,17076,Pacific,Moderate
SO73945,14677,Pacific,High
SO73946,20248,Pacific,Moderate
SO73947,19100,Pacific,High
SO73948,11913,Pacific,Moderate
SO73949,17503,Pacific,Moderate
SO73950,13635,Pacific,High
SO73951,13120,Pacific,High
SO73952,16940,Europe,Low
SO73953,15687,Europe,High
SO73954,13155,Pacific,Moderate
SO73955,21527,Europe,High
SO73956,19940,Europe,High
SO73957,23233,Europe,Moderate
SO73958,16289,Europe,Low
SO73959,12070,North America,High
SO73960,11510,North America,Low
SO73961,28636,North America,Moderate
SO73962,27244,North America,Moderate
SO73963,27475,North America,Moderate
SO73964,22884,North America,Moderate
SO73965,22720,North America,High
SO73966,23698,North America,Low
SO73967,22370,North America,Moderate
SO73968,21414,North America,Moderate
SO73969,21314,North America,Moderate
SO73970,28771,North America,Low
SO73971,19638,North America,Low
SO73972,17523,North America,High
SO73973,15877,North America,High
SO73974,15891,North America,High
SO73975,21480,North America,Moderate
SO73976,16726,North America,Low
SO73977,21431,North America,High
SO73978,18035,Europe,Low
SO73979,20131,Europe,Low
SO73980,12602,Europe,Low
SO73981,29447,Europe,Low
SO73982,25545,Europe,Low
SO73983,16542,Europe,Low
SO73984,26215,Europe,Moderate
SO73985,17193,Europe,High
SO73986,11715,North America,High
SO73987,13612,Europe,High
SO73988,12325,Europe,High
SO73989,18783,North America,High
SO73990,18831,North America,High
SO73991,18586,North America,High
SO73992,18610,North America,High
SO73993,18781,North America,High
SO73994,18539,North America,High
SO73995,15523,North America,Moderate
SO73996,18516,North America,High
SO73997,13728,North America,Moderate
SO73998,21311,North America,High
SO73999,18403,North America,High
SO74000,13700,North America,Moderate
SO74001,19454,Europe,Moderate
SO74002,12302,Europe,High
SO74003,22845,Pacific,High
SO74004,26447,Pacific,High
SO74005,27712,Pacific,Moderate
SO74006,15906,North America,High
SO74007,28099,North America,High
SO74008,21386,North America,Low
SO74009,24308,North America,High
SO74010,24254,North America,High
SO74011,22061,North America,Moderate
SO74012,22220,North America,Moderate
SO74013,21436,North America,High
SO74014,21924,North America,Moderate
SO74015,21434,North America,High
SO74016,20680,North America,Moderate
SO74017,19157,North America,Moderate
SO74018,19276,Europe,Low
SO74019,21672,Europe,Low
SO74020,20936,Europe,Low
SO74021,22318,Europe,Low
SO74022,25577,Europe,Low
SO74023,25489,Europe,Moderate
SO74024,25585,Europe,Low
SO74025,25463,Europe,Low
SO74026,11364,Pacific,Low
SO74027,29344,Pacific,Moderate
